Latitude,Longitude
-37.81461949640502,144.95349891838075
-37.81461949640502,144.95349891838075
-37.81461949640502,144.95349891838075
-37.81371993135203,144.95433777636362
-37.81371993135203,144.95433777636362
-37.81371993135203,144.95433777636362
-37.81498177545791,144.9552886441002
-37.81651177545791,144.9552886441002
-37.817795770300684,144.95508527929564
-37.81690856869563,144.9566858333597
-37.81676640998559,144.9580383831374
-37.81588966769201,144.95983597122998
-37.814344445232756,144.96095864106186
-37.814344445232756,144.96095864106186
-37.814344445232756,144.96095864106186
-37.81495279250241,144.96215258980428
-37.81495279250241,144.96215258980428
-37.81540483776595,144.96057612062293
-37.81540483776595,144.96057612062293
-37.81432500225518,144.9605949692219
-37.81484415080573,144.9589971942745
-37.81631847856294,144.95811132878566
-37.81747913116452,144.95889419885052
-37.81654627825875,144.95947711004118
-37.81730038933673,144.957700535674
-37.81730038933673,144.957700535674
-37.81803174303835,144.95838253403406
-37.81803174303835,144.95838253403406
-37.816532174792684,144.95881252830912
-37.81591927948354,144.95983255739696
-37.81487212134326,144.96122218318445
-37.81487212134326,144.96122218318445
-37.81487212134326,144.96122218318445
-37.81572708454761,144.9597992854653
-37.814674225396956,144.96008139822445
-37.816190710856645,144.96075658105195
-37.816190710856645,144.96075658105195
-37.816190710856645,144.96075658105195
-37.81499474887198,144.96159400264904
-37.81499474887198,144.96159400264904
-37.81499474887198,144.96159400264904
-37.81499474887198,144.96159400264904
-37.81499474887198,144.96159400264904
-37.81499474887198,144.96159400264904
-37.81499474887198,144.96159400264904
-37.81499474887198,144.96159400264904
-37.81557364484733,144.95970051923223
-37.81557364484733,144.95970051923223
-37.8168340098463,144.95860490065382
-37.8168340098463,144.95860490065382
-37.817455827936385,144.95940079151498
-37.81587187836642,144.95953936914594
-37.81686653419697,144.9593639844865
-37.81603929342658,144.96016284161252
-37.81524615697258,144.9619442552549
-37.81524615697258,144.9619442552549
-37.81524615697258,144.9619442552549
-37.81524615697258,144.9619442552549
-37.81645330558592,144.9605555896273
-37.81645330558592,144.9605555896273
-37.81645330558592,144.9605555896273
-37.81645330558592,144.9605555896273
-37.814488104406905,144.96069300988057
-37.814488104406905,144.96069300988057
-37.815706066987886,144.96041182106265
-37.815706066987886,144.96041182106265
-37.815706066987886,144.96041182106265
-37.815065267937165,144.9619214490223
-37.815065267937165,144.9619214490223
-37.815065267937165,144.9619214490223
-37.815065267937165,144.9619214490223
-37.815065267937165,144.9619214490223
-37.81428725056225,144.9627271095987
-37.81428725056225,144.9627271095987
-37.81428725056225,144.9627271095987
-37.81428725056225,144.9627271095987
-37.814990935836846,144.9613460494862
-37.814990935836846,144.9613460494862
-37.81558093583685,144.96032413950974
-37.81558093583685,144.96032413950974
-37.81531178116146,144.9618505915269
-37.81531178116146,144.9618505915269
-37.81563043218374,144.96021127413056
-37.814734868627184,144.96164447541307
-37.81457374112819,144.96266179440389
-37.814097859255796,144.96373064258933
-37.81346876736166,144.96491379236375
-37.81346876736166,144.96491379236375
-37.8122315904785,144.96588038088
-37.8130947982389,144.96504679083546
-37.81298039762196,144.9666827958779
-37.81430533657043,144.96679871301575
-37.81430533657043,144.96679871301575
-37.81359533657043,144.96802846908912
-37.81359533657043,144.96802846908912
-37.81436872798942,144.9696870123394
-37.81320170192705,144.97089550320396
-37.81371459616879,144.97194709223814
-37.81445631722376,144.9701112682061
-37.81445631722376,144.9701112682061
