Latitude,Longitude
-37.814737743897304,144.95729752146013
-37.81536682101417,144.95877953427419
-37.81472687231545,144.9599340322876
-37.81586580957675,144.9587126716059
-37.81496964332641,144.9602041427091
-37.81496964332641,144.9602041427091
-37.81597971675652,144.96034609927207
-37.816969348026696,144.95970342521076
-37.816969348026696,144.95970342521076
-37.816969348026696,144.95970342521076
-37.816969348026696,144.95970342521076
-37.8172500288093,144.95838292594976
-37.81823290723515,144.95740004752392
-37.81823290723515,144.95740004752392
-37.81720353945897,144.95898513489735
-37.81720353945897,144.95898513489735
-37.81720353945897,144.95898513489735
-37.81720353945897,144.95898513489735
-37.81720353945897,144.95898513489735
-37.8181294258185,144.95755939493185
-37.81952420485238,144.9564696741205
-37.81952420485238,144.9564696741205
-37.82023997176882,144.95540850602765
-37.82023997176882,144.95540850602765
-37.82023997176882,144.95540850602765
-37.82023997176882,144.95540850602765
-37.819064462025075,144.95551134980408
-37.819064462025075,144.95551134980408
-37.8187744323521,144.95700342312293
-37.8187744323521,144.95700342312293
-37.8187744323521,144.95700342312293
-37.81814809746183,144.95796789427607
-37.81814809746183,144.95796789427607
-37.817117527231325,144.95856289427607
-37.817117527231325,144.95856289427607
-37.81606975198275,144.95886333899392
-37.81702804633141,144.9594621477625
-37.81702804633141,144.9594621477625
-37.815406975641956,144.95963252915763
-37.815406975641956,144.95963252915763
-37.81405882577004,144.95970318269855
-37.81405882577004,144.95970318269855
-37.815647857185,144.95964769249878
-37.81753193010904,144.95910744328137
-37.81753193010904,144.95910744328137
-37.818128449602845,144.9582555251553
-37.818128449602845,144.9582555251553
-37.818128449602845,144.9582555251553
-37.816649983827624,144.95949610524198
-37.8168816834136,144.95849250407525
-37.8168816834136,144.95849250407525
-37.81618192016125,144.9594918695693
-37.815114594862344,144.95975798365444
-37.816619802326834,144.9599695267679
-37.816619802326834,144.9599695267679
-37.816619802326834,144.9599695267679
-37.816619802326834,144.9599695267679
-37.816619802326834,144.9599695267679
-37.816619802326834,144.9599695267679
-37.816619802326834,144.9599695267679
-37.816875533706536,144.958766405219
-37.81713922857274,144.95770878287735
-37.81703987102601,144.95884444483318
-37.81603279530554,144.9598169665518
-37.81603279530554,144.9598169665518
-37.81706741398285,144.95917046504945
-37.81706741398285,144.95917046504945
-37.81839229258344,144.957699038295
-37.81839229258344,144.957699038295
-37.81839229258344,144.957699038295
-37.81839229258344,144.957699038295
-37.81839229258344,144.957699038295
-37.817528461898455,144.95826001650107
-37.817528461898455,144.95826001650107
-37.817528461898455,144.95826001650107
-37.817528461898455,144.95826001650107
-37.81653724692318,144.95952871381436
-37.818046095305235,144.95851098273005
-37.818046095305235,144.95851098273005
-37.818046095305235,144.95851098273005
-37.818046095305235,144.95851098273005
-37.818046095305235,144.95851098273005
-37.81610936305578,144.95892264787787
-37.81734621330693,144.95916306721205
-37.81734621330693,144.95916306721205
-37.81734621330693,144.95916306721205
-37.81734621330693,144.95916306721205
-37.81634269508644,144.96000511898075
-37.81545609721836,144.96095587879284
-37.81403896418174,144.96194816602772
-37.81403896418174,144.96194816602772
-37.81403896418174,144.96194816602772
-37.81403896418174,144.96194816602772
-37.81533946762632,144.9607771874666
-37.815972452054474,144.959285969604
-37.81484287191975,144.96030304812567
-37.81484287191975,144.96030304812567
-37.81443393782849,144.9618292109312
-37.81443393782849,144.9618292109312
-37.81443393782849,144.9618292109312
