Latitude,Longitude
-37.81540154155108,144.9536214979189
-37.815528020991636,144.9548248694123
-37.81475228753273,144.95581776296186
-37.81623135836288,144.95657138719142
-37.81596422576935,144.95794566524825
-37.815304941281035,144.95935950539604
-37.81387173999853,144.9602550689526
-37.81387173999853,144.9602550689526
-37.81489639750135,144.95973297987788
-37.81569266292292,144.95884863753557
-37.816726324805785,144.9584724153779
-37.81496659286231,144.95850313161324
-37.81561659286231,144.95962896463817
-37.814823185921206,144.9611211460701
-37.8139881974782,144.96182178456465
-37.8139881974782,144.96182178456465
-37.81463633885128,144.9608961427546
-37.81463633885128,144.9608961427546
-37.81463633885128,144.9608961427546
-37.81463633885128,144.9608961427546
-37.815629695927655,144.9595289040341
-37.814271049607584,144.96041121927084
-37.814271049607584,144.96041121927084
-37.815954145978075,144.95989664507053
-37.81688045586143,144.95897033518716
-37.81759312600319,144.95768464421766
-37.81759312600319,144.95768464421766
-37.816185983508625,144.95909178671224
-37.816185983508625,144.95909178671224
-37.81479740457688,144.95933663064275
-37.81572458843144,144.95896202404933
-37.8164259822663,144.9604000945234
-37.8164259822663,144.9604000945234
-37.814811062617125,144.96086316528118
-37.81453886664796,144.96258174299382
-37.815784921022235,144.96104299399013
-37.81498527517027,144.9622285177189
-37.81498527517027,144.9622285177189
-37.81535658723527,144.96101401067884
-37.81535658723527,144.96101401067884
-37.81502776339927,144.9619689844402
-37.81502776339927,144.9619689844402
-37.81502776339927,144.9619689844402
-37.815454206851506,144.9606565264477
-37.81410327670291,144.9618308721096
-37.81410327670291,144.9618308721096
-37.81410327670291,144.9618308721096
-37.81477862910633,144.96079092060535
-37.815514672773325,144.95997346129732
-37.815514672773325,144.95997346129732
-37.81496764919344,144.96126216809216
-37.81590320604384,144.96078547806744
-37.81425017479735,144.9617017682497
-37.81425017479735,144.9617017682497
-37.81425017479735,144.9617017682497
-37.81425017479735,144.9617017682497
-37.81425017479735,144.9617017682497
-37.81425017479735,144.9617017682497
-37.81592837757412,144.96102373031562
-37.81592837757412,144.96102373031562
-37.81592837757412,144.96102373031562
-37.81424910773641,144.96195456478648
-37.81424910773641,144.96195456478648
-37.81424910773641,144.96195456478648
-37.81424910773641,144.96195456478648
-37.81424910773641,144.96195456478648
-37.815207197697646,144.96063586708564
-37.815207197697646,144.96063586708564
-37.815207197697646,144.96063586708564
-37.815437979674456,144.96172161092247
-37.815437979674456,144.96172161092247
-37.815437979674456,144.96172161092247
-37.815437979674456,144.96172161092247
-37.814152704188245,144.9623484816624
-37.81454461765912,144.9607766025858
-37.815614591289076,144.96098458439076
-37.815614591289076,144.96098458439076
-37.814584712497584,144.96112932441577
-37.814960380758336,144.95950212640759
-37.81592963398527,144.95874486279294
-37.81759328434076,144.95897867360256
-37.81848526569318,144.9581172972232
-37.81848526569318,144.9581172972232
-37.817558351917,144.9588950702309
-37.81821284490433,144.95771433362628
-37.81821284490433,144.95771433362628
-37.81883515196824,144.95631660907608
-37.81995881288114,144.9558163230051
-37.81995881288114,144.9558163230051
-37.81995881288114,144.9558163230051
-37.81995881288114,144.9558163230051
-37.81995881288114,144.9558163230051
-37.81995881288114,144.9558163230051
-37.818734541426046,144.956335995406
-37.818734541426046,144.956335995406
-37.818734541426046,144.956335995406
-37.8172920160498,144.95730899105803
-37.8192117236245,144.95727548243767
-37.8192117236245,144.95727548243767
-37.8192117236245,144.95727548243767
